Region,BGC,Unit,Spp,RefSuit,ESuitAB,ESuit,Comment,NonProd,FN1,FN2,FN3,FN4,FN5,FN6
Vancouver,IDFww,IDFww/02,Pl,1,1,2,Marginal Productivity,NonProd,,,,,,
Kamloops,IDFww1,IDFww1/02,Sx,3,3,3,,,10,13,,,,
Vancouver,IDFww,IDFww/03,Act,0,3,3,Marginal Productivity,NonProd,901,,,,,
Vancouver,IDFww,IDFww/03,Ep,0,3,3,Marginal Productivity,NonProd,901,,,,,
Kamloops,IDFww1,IDFww1/03,Fd,1,1,2,,,,,,,,
Vancouver,IDFww,IDFww/03,Fd,1,1,2,,,,,,,,
Kamloops,IDFww1,IDFww1/03,Fd,1,1,2,Marginal Productivity,NonProd,,,,,,
Vancouver,IDFww,IDFww/03,Fd,1,1,2,Marginal Productivity,NonProd,,,,,,
Kamloops,IDFww1,IDFww1/03,Lw,3,3,4,trial use,,23,,,,,
Vancouver,IDFww,IDFww/03,Mb,0,3,3,Marginal Productivity,NonProd,901,,,,,
Kamloops,IDFww1,IDFww1/03,Pl,2,2,2,,,,,,,,
Vancouver,IDFww,IDFww/03,Pl,2,2,2,,,,,,,,
Kamloops,IDFww1,IDFww1/03,Pl,2,2,2,Marginal Productivity,NonProd,,,,,,
Vancouver,IDFww,IDFww/03,Pl,2,2,2,Marginal Productivity,NonProd,,,,,,
Kamloops,IDFww1,IDFww1/03,Py,2,2,2,,,7,16,,,,
Vancouver,IDFww,IDFww/03,Py,2,2,2,,,7,16,,,,
Kamloops,IDFww1,IDFww1/03,Py,2,2,2,Marginal Productivity,NonProd,7,16,,,,
Vancouver,IDFww,IDFww/03,Py,2,2,2,Marginal Productivity,NonProd,7,16,,,,
Kamloops,IDFww1,IDFww1/03,Sx,3,3,3,,,10,13,,,,
Vancouver,IDFww,IDFww/04,Act,0,3,3,,,901,,,,,
Kamloops,IDFww1,IDFww1/04,Cw,3,3,3,,,,,,,,
Vancouver,IDFww,IDFww/04,Cw,2,3,3,,,,,,,,
Vancouver,IDFww,IDFww/04,Ep,0,3,3,,,901,,,,,
Kamloops,IDFww1,IDFww1/04,Fd,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/04,Fd,1,1,1,,,,,,,,
Kamloops,IDFww1,IDFww1/04,Lw,3,3,3,,,16,23,,,,
Vancouver,IDFww,IDFww/04,Lw,3,3,3,,,16,23,,,,
Vancouver,IDFww,IDFww/04,Mb,0,2,2,,,17,900,,,,
Kamloops,IDFww1,IDFww1/04,Pl,3,3,3,,,,,,,,
Kamloops,IDFww1,IDFww1/04,Py,2,2,2,,,16,,,,,
Vancouver,IDFww,IDFww/04,Py,2,2,2,,,16,,,,,
Vancouver,IDFww,IDFww/05,Act,0,2,2,,,42,900,,,,
Kamloops,IDFww1,IDFww1/05,Cw,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/05,Cw,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/05,Ep,0,3,3,,,901,,,,,
Kamloops,IDFww1,IDFww1/05,Fd,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/05,Fd,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/05,Hw,3,3,3,,,,,,,,
Vancouver,IDFww,IDFww/05,Mb,0,2,2,,,17,900,,,,
Vancouver,IDFww,IDFww/05,Ss,3,3,3,,,15,35,,,,
Kamloops,IDFww1,IDFww1/05,Sx,3,3,3,,,15,35,,,,
Vancouver,IDFww,IDFww/06,Act,0,3,3,,,901,,,,,
Kamloops,IDFww1,IDFww1/06,Bg,2,2,2,,,16,,,,,
Vancouver,IDFww,IDFww/06,Bg,2,2,2,,,16,47,,,,
Kamloops,IDFww1,IDFww1/06,Cw,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/06,Cw,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/06,Ep,0,3,3,,,901,,,,,
Kamloops,IDFww1,IDFww1/06,Fd,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/06,Fd,1,1,1,,,,,,,,
Vancouver,IDFww,IDFww/06,Hw,3,3,3,,,,,,,,
Vancouver,IDFww,IDFww/06,Mb,0,3,3,,,901,,,,,
Vancouver,IDFww,IDFww/06,Ss,3,3,3,,,15,35,,,,
Kamloops,IDFww1,IDFww1/06,Sx,1,1,2,upper elev,,13,15,35,,,
Vancouver,IDFww,IDFww/07,Act,0,2,2,,,41,900,,,,
Vancouver,IDFww,IDFww/07,Cw,1,1,2,,,1,,,,,
Kamloops,IDFww1,IDFww1/07,Cw,1,1,2,,,16,,,,,
Vancouver,IDFww,IDFww/07,Cw,1,1,2,South only,,1,,,,,
Kamloops,IDFww1,IDFww1/07,Cw,1,1,2,South only,,16,,,,,
Vancouver,IDFww,IDFww/07,Ep,0,3,3,,,901,,,,,
Vancouver,IDFww,IDFww/07,Mb,0,2,2,,,17,41,900,,,
Vancouver,IDFww,IDFww/07,Pl,3,3,3,,,,,,,,
Vancouver,IDFww,IDFww/07,Ss,3,3,3,,,1,15,35,,,
Kamloops,IDFww1,IDFww1/07,Sx,2,2,2,,,1,13,15,35,,
Kamloops,IDFxh1,IDFxh1/01,At,0,3,3,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/01,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/01,Lw,2,3,3,,,1,10,13,32,,
Kamloops,IDFxh1,IDFxh1/01,Py,2,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/02,Fd,1,2,2,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/02,Py,1,1,2,Marginal Productivity,NonProd,27,,,,,
Kamloops,IDFxh1,IDFxh1/03,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/03,Py,1,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/04,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/04,Py,1,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/05,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/05,Py,1,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/06,At,0,3,3,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/06,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxh1,IDFxh1/06,Lw,2,2,2,,,1,10,13,32,,
Kamloops,IDFxh1,IDFxh1/06,Py,2,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/07,At,0,3,3,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/07,Cw,3,3,3,,,37,,,,,
Kamloops,IDFxh1,IDFxh1/07,Fd,1,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/07,Lw,2,2,2,,,1,10,13,32,,
Kamloops,IDFxh1,IDFxh1/07,Py,2,1,1,,,,,,,,
Kamloops,IDFxh1,IDFxh1/08,Act,0,3,3,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/08,At,0,3,3,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/08,Cw,3,3,3,,,37,,,,,
Kamloops,IDFxh1,IDFxh1/08,Ep,0,2,2,,,901,,,,,
Kamloops,IDFxh1,IDFxh1/08,Fd,2,1,2,wet,,1,32,,,,
Kamloops,IDFxh1,IDFxh1/08,Lw,3,3,3,,,1,10,13,32,,
Kamloops,IDFxh1,IDFxh1/08,Pl,3,2,2,,,1,,,,,
Kamloops,IDFxh1,IDFxh1/08,Py,3,3,3,,,1,32,,,,
Kamloops,IDFxh1,IDFxh1/08,Sx,2,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/01,At,0,3,3,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/01,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/01,Py,2,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/02,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/02,Py,1,1,1,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/03,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/03,Py,1,1,1,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/04,Fd,2,2,2,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/04,Py,2,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/05,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxh2,IDFxh2/05,Py,1,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/06,At,0,3,3,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/06,Fd,1,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/06,Py,2,1,1,,,,,,,,
Kamloops,IDFxh2,IDFxh2/07,Act,0,3,3,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/07,At,0,2,2,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/07,Cw,3,3,3,,,32,,,,,
Kamloops,IDFxh2,IDFxh2/07,Ep,0,2,2,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/07,Fd,1,1,1,,,32,,,,,
Kamloops,IDFxh2,IDFxh2/07,Py,3,2,2,,,32,,,,,
Kamloops,IDFxh2,IDFxh2/07,Sx,2,2,2,,,,,,,,
Kamloops,IDFxh2,IDFxh2/08,Act,0,2,2,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/08,At,0,2,2,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/08,Ep,0,2,2,,,901,,,,,
Kamloops,IDFxh2,IDFxh2/08,Fd,2,2,2,,,1,32,,,,
Kamloops,IDFxh2,IDFxh2/08,Pl,2,2,4,,,1,23,,,,
Kamloops,IDFxh2,IDFxh2/08,Sx,1,1,1,,,1,,,,,
Cariboo,IDFxm,IDFxm/02,Fd,1,1,2,droughty,,27,28,,,,
Cariboo,IDFxm,IDFxm/03,Fd,1,1,3,droughty,,27,28,,,,
Cariboo,IDFxm,IDFxm/03,Pl,1,1,1,,,,,,,,
Cariboo,IDFxm,IDFxm/04,At,0,3,3,,,901,,,,,
Cariboo,IDFxm,IDFxm/04,Fd,1,1,2,droughty,,27,28,,,,
Cariboo,IDFxm,IDFxm/05,At,0,3,3,,,901,,,,,
Cariboo,IDFxm,IDFxm/05,Fd,1,1,1,,,27,,,,,
Cariboo,IDFxm,IDFxm/06,At,0,2,2,,,901,,,,,
Cariboo,IDFxm,IDFxm/06,Fd,1,1,1,,,32,,,,,
Cariboo,IDFxm,IDFxm/07,At,0,2,2,,,901,,,,,
Cariboo,IDFxm,IDFxm/07,Ep,0,2,2,,,901,,,,,
Cariboo,IDFxm,IDFxm/07,Fd,1,1,1,,,,,,,,
Cariboo,IDFxm,IDFxm/08,Act,0,3,3,,,901,,,,,
Cariboo,IDFxm,IDFxm/08,At,0,2,2,,,901,,,,,
Cariboo,IDFxm,IDFxm/08,Fd,1,1,1,,,32,,,,,
Cariboo,IDFxm,IDFxm/08,Pl,3,3,3,,,,,,,,
Cariboo,IDFxm,IDFxm/08,Sx,1,1,1,,,,,,,,
Cariboo,IDFxm,IDFxm/09,Act,0,3,3,,,901,,,,,
Cariboo,IDFxm,IDFxm/09,At,0,3,3,,,901,,,,,
Cariboo,IDFxm,IDFxm/09,Pl,1,3,3,,,1,,,,,
Cariboo,IDFxm,IDFxm/09,Sx,1,1,1,,,1,,,,,
Cariboo,IDFxw,IDFxw/01,At,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/01,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxw,IDFxw/01,Fd,1,1,1,,,27,,,,,
Cariboo,IDFxw,IDFxw/01,Py,1,1,1,,,,,,,,
Kamloops,IDFxw,IDFxw/01,Py,1,1,1,,,,,,,,
Cariboo,IDFxw,IDFxw/02,Fd,1,1,2,droughty,,27,28,,,,
Kamloops,IDFxw,IDFxw/02,Fd,1,1,2,droughty,,27,28,,,,
Cariboo,IDFxw,IDFxw/02,Py,1,1,2,Marginal Productivity,NonProd,28,,,,,
Kamloops,IDFxw,IDFxw/02,Py,1,1,2,Marginal Productivity,NonProd,28,,,,,
Cariboo,IDFxw,IDFxw/03,Fd,1,1,3,droughty,,27,28,,,,
Kamloops,IDFxw,IDFxw/03,Fd,1,1,3,droughty,,27,28,,,,
Cariboo,IDFxw,IDFxw/03,Py,1,1,2,Marginal Productivity,NonProd,28,,,,,
Kamloops,IDFxw,IDFxw/03,Py,1,1,2,Marginal Productivity,NonProd,28,,,,,
Cariboo,IDFxw,IDFxw/04,At,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/04,Fd,1,1,2,droughty,,27,28,,,,
Kamloops,IDFxw,IDFxw/04,Fd,1,1,2,droughty,,27,28,,,,
Cariboo,IDFxw,IDFxw/04,Py,1,1,2,,,28,,,,,
Kamloops,IDFxw,IDFxw/04,Py,1,1,2,,,28,,,,,
Cariboo,IDFxw,IDFxw/05,At,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/05,Fd,1,1,1,,,27,,,,,
Kamloops,IDFxw,IDFxw/05,Fd,1,1,1,,,27,,,,,
Cariboo,IDFxw,IDFxw/06,Act,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/06,At,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/06,Ep,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/06,Fd,1,1,1,,,,,,,,
Kamloops,IDFxw,IDFxw/06,Fd,1,1,1,,,,,,,,
Cariboo,IDFxw,IDFxw/06,Sx,1,1,1,,,,,,,,
Kamloops,IDFxw,IDFxw/06,Sx,1,1,1,,,,,,,,
Cariboo,IDFxw,IDFxw/07,Act,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/07,At,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/07,Ep,0,3,3,,,901,,,,,
Cariboo,IDFxw,IDFxw/07,Fd,1,1,1,,,,,,,,
Kamloops,IDFxw,IDFxw/07,Fd,1,1,1,,,32,,,,,
Cariboo,IDFxw,IDFxw/07,Sx,1,1,1,,,,,,,,
Kamloops,IDFxw,IDFxw/07,Sx,1,1,1,,,,,,,,
Pr Rupert,MHmm1,MHmm1/01,Ba,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/01,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm1,MHmm1/01,Bp,3,3,4,trial use,,23,13,47,,,
Pr Rupert,MHmm1,MHmm1/01,Hm,1,1,2,,,,,,,,
Vancouver,MHmm1,MHmm1/01,Hm,1,1,2,,,,,,,,
Pr Rupert,MHmm1,MHmm1/01,Hm,1,1,2,,,13,,,,,
Vancouver,MHmm1,MHmm1/01,Hm,1,1,2,,,13,,,,,
Pr Rupert,MHmm1,MHmm1/01,Hm,1,1,2,upper elev,,,,,,,
Vancouver,MHmm1,MHmm1/01,Hm,1,1,2,upper elev,,,,,,,
Pr Rupert,MHmm1,MHmm1/01,Hm,1,1,2,upper elev,,13,,,,,
Vancouver,MHmm1,MHmm1/01,Hm,1,1,2,upper elev,,13,,,,,
Pr Rupert,MHmm1,MHmm1/01,Hw,2,3,3,,,14,,,,,
Vancouver,MHmm1,MHmm1/01,Hw,2,3,3,,,14,53,,,,
Pr Rupert,MHmm1,MHmm1/01,Yc,2,1,2,,,,,,,,
Vancouver,MHmm1,MHmm1/01,Yc,2,1,2,,,,,,,,
Pr Rupert,MHmm1,MHmm1/01,Yc,2,1,2,,,13,,,,,
Vancouver,MHmm1,MHmm1/01,Yc,2,1,2,,,13,,,,,
Pr Rupert,MHmm1,MHmm1/01,Yc,2,1,2,upper elev,,,,,,,
Vancouver,MHmm1,MHmm1/01,Yc,2,1,2,upper elev,,,,,,,
Pr Rupert,MHmm1,MHmm1/01,Yc,2,1,2,upper elev,,13,,,,,
Vancouver,MHmm1,MHmm1/01,Yc,2,1,2,upper elev,,13,,,,,
Pr Rupert,MHmm1,MHmm1/02,Ba,2,2,2,,,,,,,,
Vancouver,MHmm1,MHmm1/02,Ba,2,2,2,,,47,,,,,
Pr Rupert,MHmm1,MHmm1/02,Ba,2,2,2,Marginal Productivity,NonProd,,,,,,
Vancouver,MHmm1,MHmm1/02,Ba,2,2,2,Marginal Productivity,NonProd,47,,,,,
Pr Rupert,MHmm1,MHmm1/02,Hm,1,1,2,,,,,,,,
Vancouver,MHmm1,MHmm1/02,Hm,1,1,2,,,,,,,,
Pr Rupert,MHmm1,MHmm1/02,Hm,1,1,2,Marginal Productivity,NonProd,,,,,,
Vancouver,MHmm1,MHmm1/02,Hm,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,MHmm1,MHmm1/02,Yc,1,1,2,,,,,,,,
Vancouver,MHmm1,MHmm1/02,Yc,1,1,2,,,,,,,,
Pr Rupert,MHmm1,MHmm1/02,Yc,1,1,2,Marginal Productivity,NonProd,,,,,,
Vancouver,MHmm1,MHmm1/02,Yc,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,MHmm1,MHmm1/03,Ba,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/03,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm1,MHmm1/03,Bp,3,3,4,trial use,,23,47,,,,
Pr Rupert,MHmm1,MHmm1/03,Hm,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/03,Hm,1,1,1,,,,,,,,
Pr Rupert,MHmm1,MHmm1/03,Hw,3,3,3,,,14,,,,,
Vancouver,MHmm1,MHmm1/03,Hw,3,3,3,,,14,53,,,,
Pr Rupert,MHmm1,MHmm1/03,Yc,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/03,Yc,1,1,1,,,,,,,,
Pr Rupert,MHmm1,MHmm1/04,Ba,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/04,Ba,1,1,1,,,47,,,,,
Pr Rupert,MHmm1,MHmm1/04,Hm,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/04,Hm,1,1,1,,,,,,,,
Pr Rupert,MHmm1,MHmm1/04,Hw,3,3,3,,,14,,,,,
Vancouver,MHmm1,MHmm1/04,Hw,3,3,3,,,14,53,,,,
Pr Rupert,MHmm1,MHmm1/04,Yc,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/04,Yc,1,1,1,,,,,,,,
Pr Rupert,MHmm1,MHmm1/05,Ba,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/05,Ba,1,1,1,,,47,,,,,
Pr Rupert,MHmm1,MHmm1/05,Hm,2,2,2,,,,,,,,
Vancouver,MHmm1,MHmm1/05,Hm,2,2,2,,,,,,,,
Pr Rupert,MHmm1,MHmm1/05,Hw,3,3,3,,,14,,,,,
Vancouver,MHmm1,MHmm1/05,Hw,3,3,3,,,14,53,,,,
Pr Rupert,MHmm1,MHmm1/05,Yc,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/05,Yc,1,1,1,,,,,,,,
Vancouver,MHmm1,MHmm1/06,Ba,3,3,3,,,1,47,,,,
Vancouver,MHmm1,MHmm1/06,Hm,1,1,1,,,1,,,,,
Vancouver,MHmm1,MHmm1/06,Yc,1,1,1,,,1,,,,,
Vancouver,MHmm1,MHmm1/07,Ba,1,1,1,,,1,47,,,,
Vancouver,MHmm1,MHmm1/07,Hm,2,2,2,,,1,,,,,
Vancouver,MHmm1,MHmm1/07,Yc,1,1,1,,,1,,,,,
Pr Rupert,MHmm1,MHmm1/08,Ba,3,3,3,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm1,MHmm1/08,Hm,1,1,2,Marginal Productivity,NonProd,1,,,,,
Vancouver,MHmm1,MHmm1/08,Hm,1,1,2,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm1,MHmm1/08,Hw,3,3,3,Marginal Productivity,NonProd,1,14,,,,
Pr Rupert,MHmm1,MHmm1/08,Yc,1,1,2,Marginal Productivity,NonProd,1,,,,,
Vancouver,MHmm1,MHmm1/08,Yc,1,1,2,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm1,MHmm1/09,Ba,3,3,3,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm1,MHmm1/09,Hm,2,2,2,,,1,,,,,
Vancouver,MHmm1,MHmm1/09,Hm,2,2,2,,,1,,,,,
Pr Rupert,MHmm1,MHmm1/09,Hm,2,2,2,Marginal Productivity,NonProd,1,,,,,
Vancouver,MHmm1,MHmm1/09,Hm,2,2,2,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm1,MHmm1/09,Hw,3,3,3,Marginal Productivity,NonProd,1,14,,,,
Pr Rupert,MHmm1,MHmm1/09,Yc,1,1,2,,,1,,,,,
Vancouver,MHmm1,MHmm1/09,Yc,1,1,2,,,1,,,,,
Pr Rupert,MHmm1,MHmm1/09,Yc,1,1,2,Marginal Productivity,NonProd,1,,,,,
Vancouver,MHmm1,MHmm1/09,Yc,1,1,2,Marginal Productivity,NonProd,1,,,,,
Pr Rupert,MHmm2,MHmm2/01,Ba,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/01,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm2,MHmm2/01,Bl,3,3,3,,,13,45,47,53,,
Pr Rupert,MHmm2,MHmm2/01,Bl,3,3,3,,,13,50,,,,
Vancouver,MHmm2,MHmm2/01,Bl,3,3,3,,,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/01,Bl,3,3,3,,,50,,,,,
Vancouver,MHmm2,MHmm2/01,Bp,3,3,4,,,13,23,47,,,
Vancouver,MHmm2,MHmm2/01,Bp,3,3,4,,,23,47,,,,
Vancouver,MHmm2,MHmm2/01,Bp,3,3,4,trial use,,13,23,47,,,
Vancouver,MHmm2,MHmm2/01,Bp,3,3,4,trial use,,23,47,,,,
Pr Rupert,MHmm2,MHmm2/01,Hm,2,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/01,Hm,2,1,1,,,,,,,,
Pr Rupert,MHmm2,MHmm2/01,Hm,2,1,1,,,13,,,,,
Vancouver,MHmm2,MHmm2/01,Hm,2,1,1,,,13,,,,,
Pr Rupert,MHmm2,MHmm2/01,Hm,2,1,1,upper elev,,,,,,,
Vancouver,MHmm2,MHmm2/01,Hm,2,1,1,upper elev,,,,,,,
Pr Rupert,MHmm2,MHmm2/01,Hm,2,1,1,upper elev,,13,,,,,
Vancouver,MHmm2,MHmm2/01,Hm,2,1,1,upper elev,,13,,,,,
Pr Rupert,MHmm2,MHmm2/01,Hw,3,3,3,,,,,,,,
Vancouver,MHmm2,MHmm2/01,Hw,3,3,3,,,14,,,,,
Pr Rupert,MHmm2,MHmm2/01,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/01,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/01,Yc,,2,2,,,13,17,,,,
Pr Rupert,MHmm2,MHmm2/01,Yc,,2,2,,,13,17,50,,,
Vancouver,MHmm2,MHmm2/01,Yc,,2,2,,,17,,,,,
Pr Rupert,MHmm2,MHmm2/01,Yc,,2,2,,,17,50,,,,
Pr Rupert,MHmm2,MHmm2/02,Ba,2,2,2,,,,,,,,
Vancouver,MHmm2,MHmm2/02,Ba,2,2,2,,,47,,,,,
Pr Rupert,MHmm2,MHmm2/02,Ba,2,2,2,Marginal Productivity,NonProd,,,,,,
Vancouver,MHmm2,MHmm2/02,Ba,2,2,2,Marginal Productivity,NonProd,47,,,,,
Vancouver,MHmm2,MHmm2/02,Bl,1,3,3,,,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/02,Bl,1,3,3,,,50,,,,,
Vancouver,MHmm2,MHmm2/02,Bl,1,3,3,Marginal Productivity,NonProd,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/02,Bl,1,3,3,Marginal Productivity,NonProd,50,,,,,
Pr Rupert,MHmm2,MHmm2/02,Hm,1,1,2,,,,,,,,
Vancouver,MHmm2,MHmm2/02,Hm,1,1,2,,,,,,,,
Pr Rupert,MHmm2,MHmm2/02,Hm,1,1,2,Marginal Productivity,NonProd,,,,,,
Vancouver,MHmm2,MHmm2/02,Hm,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,MHmm2,MHmm2/02,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/02,Hw,3,3,3,,,14,44,53,,,
Pr Rupert,MHmm2,MHmm2/02,Hw,3,3,3,Marginal Productivity,NonProd,14,44,,,,
Vancouver,MHmm2,MHmm2/02,Hw,3,3,3,Marginal Productivity,NonProd,14,44,53,,,
Vancouver,MHmm2,MHmm2/02,Yc,2,2,2,,,17,,,,,
Pr Rupert,MHmm2,MHmm2/02,Yc,2,2,2,,,17,50,,,,
Vancouver,MHmm2,MHmm2/02,Yc,2,2,2,Marginal Productivity,NonProd,17,,,,,
Pr Rupert,MHmm2,MHmm2/02,Yc,2,2,2,Marginal Productivity,NonProd,17,50,,,,
Pr Rupert,MHmm2,MHmm2/03,Ba,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/03,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm2,MHmm2/03,Bl,3,3,3,,,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/03,Bl,3,3,3,,,50,,,,,
Vancouver,MHmm2,MHmm2/03,Bp,3,3,4,trial use,,23,47,,,,
Pr Rupert,MHmm2,MHmm2/03,Hm,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/03,Hm,1,1,1,,,,,,,,
Pr Rupert,MHmm2,MHmm2/03,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/03,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/03,Yc,2,2,2,,,17,,,,,
Pr Rupert,MHmm2,MHmm2/03,Yc,2,2,2,,,17,50,,,,
Pr Rupert,MHmm2,MHmm2/04,Ba,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/04,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm2,MHmm2/04,Bl,3,3,3,,,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/04,Bl,3,3,3,,,50,,,,,
Pr Rupert,MHmm2,MHmm2/04,Hm,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/04,Hm,1,1,1,,,,,,,,
Pr Rupert,MHmm2,MHmm2/04,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/04,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/04,Yc,2,2,2,,,17,,,,,
Pr Rupert,MHmm2,MHmm2/04,Yc,2,2,2,,,17,50,,,,
Pr Rupert,MHmm2,MHmm2/05,Ba,1,1,1,,,,,,,,
Vancouver,MHmm2,MHmm2/05,Ba,1,1,1,,,47,,,,,
Vancouver,MHmm2,MHmm2/05,Bl,3,3,3,,,45,47,53,,,
Pr Rupert,MHmm2,MHmm2/05,Bl,3,3,3,,,50,,,,,
Vancouver,MHmm2,MHmm2/05,Bp,3,3,4,trial use,,23,47,,,,
Pr Rupert,MHmm2,MHmm2/05,Hm,2,2,2,,,,,,,,
Vancouver,MHmm2,MHmm2/05,Hm,2,2,2,,,,,,,,
Pr Rupert,MHmm2,MHmm2/05,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/05,Hw,3,3,3,,,14,44,,,,
Vancouver,MHmm2,MHmm2/05,Yc,2,2,2,,,17,,,,,
Pr Rupert,MHmm2,MHmm2/05,Yc,2,2,2,,,17,50,,,,
Pr Rupert,MHmm2,MHmm2/06,Ba,3,3,3,,,1,,,,,
Vancouver,MHmm2,MHmm2/06,Ba,3,3,3,,,1,,,,,
Pr Rupert,MHmm2,MHmm2/06,Ba,3,3,3,Marginal Productivity,NonProd,1,,,,,
Vancouver,MHmm2,MHmm2/06,Ba,3,3,3,Marginal Productivity,NonProd,1,,,,,
